latitude,longitude,nkill,city,attacktype1_txt
28.690073,77.213982,1,Delhi,Bombing/Explosion
28.690073,77.213982,0,Delhi,Bombing/Explosion
34.08374,74.789902,0,Srinagar,Bombing/Explosion
18.035433,80.577982,18,Karakagudem,Bombing/Explosion
,,6,Ningthoukom,Armed Assault
26.524472,91.350511,9,Barama,Armed Assault
34.08374,74.789902,19,Srinagar,Bombing/Explosion
34.288891,74.463715,4,Sopore,Armed Assault
19.075984,72.877656,1,Mumbai,Assassination
28.8909,76.5796,0,Rohtak,Bombing/Explosion
28.8909,76.5796,0,Rohtak,Bombing/Explosion
26.200605,92.937574,5,Unknown,Armed Assault
26.200605,92.937574,0,Unknown,Armed Assault
26.200605,92.937574,0,Unknown,Armed Assault
34.08374,74.789902,0,Srinagar,Bombing/Explosion
29.390946,76.963502,1,Panipat,Bombing/Explosion
26.143141,88.02408,5,Panjipora,Armed Assault
34.526179,74.254614,4,Kupwara district,Armed Assault
,,17,Jarul Racha,Armed Assault
33.874027,74.901505,2,Pulwama,Bombing/Explosion
,,15,Purbarama Chandraghat,Armed Assault
,,0,Gorangatilla,Armed Assault
26.149794,91.763931,0,Guwahati,Armed Assault
34.026206,74.824394,1,Nowgam,Bombing/Explosion
34.08374,74.789902,1,Srinagar,Bombing/Explosion
28.585836,77.153336,0,New Delhi,Bombing/Explosion
28.585836,77.153336,0,New Delhi,Bombing/Explosion
,,0,Bahugund,Bombing/Explosion
28.585836,77.153336,0,New Delhi,Hijacking
33.733336,75.148983,4,Anantnag district,Bombing/Explosion
34.095217,74.636749,2,Nowpora,Assassination
34.257222,74.686111,3,Gretabal,Bombing/Explosion
34.08374,74.789902,1,Srinagar,Bombing/Explosion
34.08374,74.789902,0,Srinagar,Bombing/Explosion
31.326015,75.576183,7,Jalandhar,Bombing/Explosion
33.778175,76.576171,5,Unknown,Armed Assault
34.08374,74.789902,2,Srinagar,Assassination
33.778175,76.576171,1,Unknown,Armed Assault
18.672505,78.094087,1,Nizamabad district,Assassination
26.491815,84.684478,7,Sangrampur,Armed Assault
25.388769,84.790295,10,Kab,Armed Assault
33.778175,76.576171,18,Unknown,Bombing/Explosion
34.08374,74.789902,0,Srinagar,Bombing/Explosion
34.08374,74.789902,0,Srinagar,Bombing/Explosion
17.044722,78.665278,2,Yacharam,Armed Assault
34.08374,74.789902,0,Srinagar,Bombing/Explosion
32.264338,75.642112,2,Pathankot,Bombing/Explosion
34.08374,74.789902,1,Srinagar,Bombing/Explosion
33.721287,74.831062,0,Shopian,Hijacking
33.242724,75.239159,1,Ramban,Assassination
33.778175,76.576171,3,Unknown,Hostage Taking (Kidnapping)
34.225807,74.641022,5,Sumbal,Armed Assault
33.724008,75.017854,5,Yaripora,Armed Assault
,,9,Saphermaina,Armed Assault
22.816345,88.2236,19,Singur,Armed Assault
,,11,Unknown,Armed Assault
24.628724,93.761325,4,Bishenpur district,Armed Assault
24.663717,93.906269,11,Unknown,Unknown
25.743076,85.455608,5,Laxmanpur,Bombing/Explosion
24.644924,93.99929,0,Thoubal district,Bombing/Explosion
,,11,Wangehuk,Unknown
34.08374,74.789902,0,Srinagar,Bombing/Explosion
26.200605,92.937574,1,Unknown,Armed Assault
34.08374,74.789902,0,Srinagar,Bombing/Explosion
34.399281,74.281273,3,Handwara,Bombing/Explosion
32.264338,75.642112,7,Pathankot,Bombing/Explosion
24.713084,93.83844,7,Nambol,Unknown
26.149794,91.763931,0,Guwahati,Assassination
,,0,Raya Morh,Bombing/Explosion
31.104167,77.655,18,Chamaru,Armed Assault
33.258331,74.765406,3,Gool Gulab Garh,Armed Assault
26.200605,92.937574,6,Unknown,Bombing/Explosion
33.874027,74.901505,0,Pulwama,Bombing/Explosion
,,5,Margooz,Bombing/Explosion
28.585836,77.153336,0,New Delhi,Bombing/Explosion
28.585836,77.153336,0,New Delhi,Bombing/Explosion
28.585836,77.153336,0,New Delhi,Bombing/Explosion
34.08374,74.789902,3,Srinagar,Bombing/Explosion
26.912434,75.787271,0,Jaipur,Bombing/Explosion
26.912434,75.787271,0,Jaipur,Bombing/Explosion
26.158435,94.562443,6,Unknown,Unknown
18.331457,78.496504,4,Machareddi,Bombing/Explosion
33.437013,75.193934,3,Banihal,Bombing/Explosion
24.663717,93.906269,15,Unknown,Unknown
24.663717,93.906269,0,Unknown,Assassination
27.001617,94.224298,1,Majuli,Hostage Taking (Kidnapping)
34.08374,74.789902,1,Srinagar,Bombing/Explosion
34.288891,74.463715,1,Sopore,Bombing/Explosion
24.346092,93.699904,25,Churachandpur district,Armed Assault
26.200605,92.937574,5,Unknown,Unknown
30.210994,74.945474,39,Bhatinda,Bombing/Explosion
30.685679,75.094003,4,Bhaga Purana,Bombing/Explosion
28.585836,77.153336,0,New Delhi,Bombing/Explosion
28.585836,77.153336,0,New Delhi,Bombing/Explosion
28.585836,77.153336,0,New Delhi,Bombing/Explosion
33.778175,76.576171,0,Unknown,Bombing/Explosion
33.778175,76.576171,0,Unknown,Bombing/Explosion
33.789497,75.103386,2,Bijbehara,Bombing/Explosion
24.267516,93.283185,8,Thanlon,Armed Assault
31.534899,75.910571,5,Hoshiapur,Bombing/Explosion
29.151119,78.41266,3,Noorpur,Bombing/Explosion
28.585836,77.153336,0,New Delhi,Hostage Taking (Kidnapping)
26.091035,94.258974,8,Wokha,Armed Assault
29.064778,75.886799,2,Dhanderi,Bombing/Explosion
,,0,Dhumachara,Hostage Taking (Kidnapping)
21.1458,79.088155,5,Nagpur,Bombing/Explosion
15.9129,79.739988,6,Unknown,Bombing/Explosion
26.329008,91.005433,0,Barpeta district,Bombing/Explosion
13.08268,80.270718,0,Chennai,Bombing/Explosion
34.08374,74.789902,1,Srinagar,Bombing/Explosion
34.08374,74.789902,2,Srinagar,Bombing/Explosion
26.525066,91.639642,4,Hatimura,Armed Assault
26.437252,91.62011,6,Rangia,Armed Assault
13.08268,80.270718,0,Chennai,Bombing/Explosion
34.399281,74.281273,3,Handwara,Bombing/Explosion
26.76901,94.237106,0,Kenduguri,Bombing/Explosion
,,7,Silanibari,Bombing/Explosion
26.200605,92.937574,4,Unknown,Armed Assault
26.200605,92.937574,4,Unknown,Armed Assault
26.200605,92.937574,4,Unknown,Armed Assault
26.200605,92.937574,0,Unknown,Bombing/Explosion
26.200605,92.937574,0,Unknown,Facility/Infrastructure Attack
23.841058,91.627699,2,Teliamura,Unknown
26.158435,94.562443,0,Unknown,Bombing/Explosion
26.158435,94.562443,0,Unknown,Bombing/Explosion
34.08374,74.789902,1,Srinagar,Bombing/Explosion
34.08374,74.789902,0,Srinagar,Bombing/Explosion
26.912434,75.787271,4,Jaipur,Unknown
19.075984,72.877656,1,Mumbai,Bombing/Explosion
33.721287,74.831062,7,Shopian,Armed Assault
,,3,Soupi,Unknown
,,3,Soupi,Unknown
24.346092,93.699904,3,Churachandpur district,Armed Assault
25.216667,84.983333,8,Jahanabad district,Armed Assault
,,30,Ankudar,Armed Assault
33.371715,74.315313,8,Rajouri,Armed Assault
26.158025,91.842904,5,Kalitakuchi,Armed Assault
28.67104,77.415333,2,Ghaziabad,Bombing/Explosion
28.690073,77.213982,0,Delhi,Bombing/Explosion
28.585836,77.153336,1,New Delhi,Bombing/Explosion
28.585836,77.153336,1,New Delhi,Bombing/Explosion
28.585836,77.153336,1,New Delhi,Bombing/Explosion
28.585836,77.153336,1,New Delhi,Bombing/Explosion
28.585836,77.153336,1,New Delhi,Bombing/Explosion
25.096074,85.313119,1,Unknown,Assassination
34.08374,74.789902,12,Srinagar,Bombing/Explosion
28.585836,77.153336,1,New Delhi,Bombing/Explosion
28.585836,77.153336,1,New Delhi,Bombing/Explosion
33.778175,76.576171,0,Unknown,Bombing/Explosion
33.778175,76.576171,0,Unknown,Bombing/Explosion
33.778175,76.576171,0,Unknown,Bombing/Explosion
24.346092,93.699904,9,Churachandpur district,Unknown
,,3,Phaizol Kuki,Armed Assault
34.08374,74.789902,2,Srinagar,Bombing/Explosion
34.08374,74.789902,0,Srinagar,Bombing/Explosion
27.857788,77.79062,10,Ikhu,Armed Assault
34.08374,74.789902,0,Srinagar,Bombing/Explosion
34.08374,74.789902,1,Srinagar,Bombing/Explosion
34.08374,74.789902,1,Srinagar,Assassination
34.08374,74.789902,1,Srinagar,Assassination
27.857788,77.79062,10,Ikhu,Armed Assault
23.846698,91.909924,20,Dhalai district,Bombing/Explosion
25.096074,85.313119,1,Unknown,Armed Assault
25.096074,85.313119,0,Unknown,Bombing/Explosion
25.096074,85.313119,1,Unknown,Unknown
25.096074,85.313119,4,Unknown,Armed Assault
17.376812,78.487812,23,Hyderabad,Bombing/Explosion
26.48,90.56,1,Bongaigaon,Armed Assault
26.200605,92.937574,0,Unknown,Bombing/Explosion
26.200605,92.937574,0,Unknown,Bombing/Explosion
26.200605,92.937574,0,Unknown,Bombing/Explosion
11.016845,76.955832,10,Coimbatore,Armed Assault
33.874027,74.901505,4,Pulwama,Armed Assault
28.585836,77.153336,2,New Delhi,Bombing/Explosion
28.585836,77.153336,2,New Delhi,Bombing/Explosion
11.016845,76.955832,6,Coimbatore,Armed Assault
11.016845,76.955832,0,Coimbatore,Unknown
,,60,Bathe-Lakshmanpur,Armed Assault
34.08374,74.789902,0,Srinagar,Bombing/Explosion
34.08374,74.789902,0,Srinagar,Bombing/Explosion
34.08374,74.789902,0,Srinagar,Bombing/Explosion
24.346092,93.699904,25,Churanchandpur,Armed Assault
33.437013,75.193934,6,Banihal,Unknown
11.079703,77.175836,10,Thottipalayam,Bombing/Explosion
11.079703,77.175836,10,Thottipalayam,Bombing/Explosion
11.079703,77.175836,10,Thottipalayam,Bombing/Explosion
24.798346,93.94043,2,Imphal,Bombing/Explosion
26.329008,91.005433,4,Barpeta district,Armed Assault
24.663717,93.906269,1,Unknown,Bombing/Explosion
28.585836,77.153336,4,New Delhi,Bombing/Explosion
26.452288,92.027319,12,Darrang district,Unknown
28.585836,77.153336,0,New Delhi,Bombing/Explosion
33.778175,76.576171,23,Wandhama,Armed Assault
26.444619,91.441053,5,Nalbari district,Armed Assault
11.016845,76.955832,6,Coimbatore,Bombing/Explosion
11.016845,76.955832,3,Coimbatore,Bombing/Explosion
11.016845,76.955832,3,Coimbatore,Bombing/Explosion
11.016845,76.955832,3,Coimbatore,Bombing/Explosion
11.016845,76.955832,3,Coimbatore,Bombing/Explosion
11.016845,76.955832,3,Coimbatore,Bombing/Explosion
11.016845,76.955832,3,Coimbatore,Bombing/Explosion
11.016845,76.955832,3,Coimbatore,Bombing/Explosion
11.016845,76.955832,3,Coimbatore,Bombing/Explosion
11.016845,76.955832,3,Coimbatore,Bombing/Explosion
11.016845,76.955832,3,Coimbatore,Bombing/Explosion
11.016845,76.955832,3,Coimbatore,Bombing/Explosion
11.016845,76.955832,3,Coimbatore,Bombing/Explosion
19.075984,72.877656,2,Mumbai,Bombing/Explosion
19.075984,72.877656,1,Mumbai,Bombing/Explosion
19.45067,72.812571,2,Virar,Bombing/Explosion
33.200294,74.730781,13,Thub,Armed Assault
32.925224,75.135264,26,Udhampur district,Armed Assault
33.639869,74.263416,4,Surankot,Armed Assault
33.14575,75.548049,5,Doda district,Armed Assault
33.778175,76.576171,25,Chapnali,Armed Assault
26.398022,90.269415,7,Kokrajhar District,Armed Assault
34.08374,74.789902,8,Chanapora,Armed Assault
33.778175,76.576171,9,Swaram,Armed Assault
26.556685,91.479862,11,Dhamdhama,Bombing/Explosion
26.200604,92.937574,6,Mainaopuri,Bombing/Explosion
26.398022,90.269415,5,Kokrajhar,Armed Assault
23.519468,91.654209,3,Amarpur,Armed Assault
32.501944,76.021667,26,Kalaban,Armed Assault
31.104829,77.17339,5,Satrandi,Armed Assault
33.778175,76.576171,19,Siala,Armed Assault
34.08374,74.789902,0,Srinagar,Bombing/Explosion
32.925224,75.135264,3,Udhampur district,Armed Assault
33.778175,76.576171,19,Unknown,Armed Assault
18.106658,83.395551,12,Vizianagaram district,Armed Assault
26.149794,91.763931,3,Guwahati,Bombing/Explosion
26.209015,92.938442,1,Saraikhola,Bombing/Explosion
34.08374,74.789902,2,Srinagar,Bombing/Explosion
33.778175,76.576171,11,Bangwani,Bombing/Explosion
23.851472,91.995504,1,Chawmanu,Armed Assault
23.940848,91.988153,7,Unknown,Armed Assault
26.275268,92.953375,13,Unknown,Armed Assault
18.9,81.35,16,Dantewada District,Bombing/Explosion
26.303465,89.851099,6,Tamahart,Armed Assault
26.678779,92.857672,5,Sonitpor district,Armed Assault
25.209087,93.817886,9,Gelnel,Armed Assault
26.398022,90.269415,7,Athiabari,Armed Assault
34.238199,74.660068,1,Safa Pora,Bombing/Explosion
26.51313,91.257351,6,Patacharkuchi,Armed Assault
34.08374,74.789902,0,Srinagar,Bombing/Explosion
33.732216,75.157913,1,Anantnag,Bombing/Explosion
33.816087,75.213843,6,Sriguhphara,Bombing/Explosion
27.491929,95.347833,0,Tinsukia district,Bombing/Explosion
27.178162,94.916653,5,Moranhat,Armed Assault
27.442264,94.258405,0,Nalli,Bombing/Explosion
26.459018,92.024804,0,Darrang District,Bombing/Explosion
28.585836,77.153336,7,New Delhi,Assassination
26.149794,91.763931,10,Guwahati,Bombing/Explosion
34.161541,74.553093,2,Pattan,Bombing/Explosion
22.232255,83.685368,3,Manoharpur,Armed Assault
25.435801,81.846311,0,Allahabad,Unarmed Assault
19.760181,78.705045,11,Narayanpur,Armed Assault
24.340933,93.587597,9,Tuilaphai,Armed Assault
25.077604,84.914752,4,Bhimpura,Armed Assault
24.663717,93.906269,5,Kurmol,Armed Assault
25.163535,93.01364,4,Haflong,Armed Assault
25.096074,85.313119,32,Sinari,Armed Assault
23.164543,92.937574,8,Unknown,Armed Assault
23.940848,91.988153,3,Attamohanpara,Hostage Taking (Kidnapping)
32.925224,75.135264,31,Udhampur district,Bombing/Explosion
33.371715,74.315313,5,Rajouri,Bombing/Explosion
33.904121,75.085403,1,Dadsara,Assassination
33.702222,74.218611,8,Lasana,Armed Assault
26.149794,91.763931,7,Guwahati,Armed Assault
34.553852,76.134894,22,Kargil District,Armed Assault
34.526179,74.254614,1,Kupwara District,Assassination
16.149549,79.862011,0,Velpur,Bombing/Explosion
13.08268,80.270718,0,Chennai,Bombing/Explosion
13.08268,80.270718,0,Chennai,Bombing/Explosion
10.815278,78.696389,0,Tiruchirappalli,Bombing/Explosion
11.016845,76.955832,0,Coimbatore,Bombing/Explosion
28.690073,77.213982,0,Delhi,Bombing/Explosion
34.264018,74.901055,6,Kangan,Bombing/Explosion
34.526179,74.254614,2,Kupwara District,Bombing/Explosion
34.08374,74.789902,0,Srinagar,Bombing/Explosion
26.682957,88.443417,10,Shiliguri,Bombing/Explosion
33.371715,74.315313,1,Rajouri District,Bombing/Explosion
26.494608,91.678189,7,Dholabari,Bombing/Explosion
33.653794,74.297154,15,Mohra Bachai,Unknown
33.827506,75.072066,12,Sangam,Armed Assault
30.733315,76.779418,0,Chandigarh,Bombing/Explosion
33.639869,74.263416,17,Surankot,Armed Assault
33.732216,75.157913,12,Anantnag,Armed Assault
33.767001,74.092404,9,Poonch District,Armed Assault
34.415556,74.656667,1,Madar,Hostage Taking (Kidnapping)
34.419539,74.63827,5,Bandipora,Armed Assault
34.016396,74.72187,0,Budgam,Armed Assault
33.778175,76.576171,15,Lehota,Armed Assault
33.795977,74.25388,4,Mandi,Armed Assault
34.205605,74.353867,3,Baramulla,Bombing/Explosion
,,1,Dadbugh,Bombing/Explosion
26.149794,91.763931,1,Guwahati,Bombing/Explosion
26.149794,91.763931,1,Guwahati,Bombing/Explosion
33.732216,75.157913,0,Anantnag,Bombing/Explosion
25.960734,93.497468,7,Karbi Anglong District,Armed Assault
33.778175,76.576171,0,Humahama,Bombing/Explosion
10.850516,76.271083,2,Unknown,Unarmed Assault
26.149794,91.763931,0,Guwahati,Hostage Taking (Kidnapping)
26.149794,91.763931,0,Guwahati,Hostage Taking (Kidnapping)
30.580791,74.824222,0,Kotkapura,Hostage Taking (Kidnapping)
34.426355,74.322821,11,Chaki Natnusa,Armed Assault
23.846698,91.909924,0,Dhalai district,Hostage Taking (Kidnapping)
34.526179,74.254614,4,Kupwara,Armed Assault
26.49598,90.702507,0,Bijni,Bombing/Explosion
26.49598,90.702507,0,Bijni,Bombing/Explosion
34.514753,74.173172,1,Trehgam,Bombing/Explosion
26.442601,90.353772,,Salakati,Bombing/Explosion
26.678779,92.857672,5,Sonitpor district,Bombing/Explosion
34.256142,74.676269,3,Manasbal,Bombing/Explosion
34.016075,75.31498,,Pahalgam,Bombing/Explosion
34.092796,74.589592,,Magam,Bombing/Explosion
33.822873,74.853637,,Rajpora,Bombing/Explosion
34.455549,74.449553,2,Devar Lolab,Bombing/Explosion
33.035542,75.285157,,Chenani,Bombing/Explosion
33.035542,75.285157,4,Chenani,Bombing/Explosion
24.801749,92.944764,1,Cachar District,Hostage Taking (Kidnapping)
26.44174,91.393395,0,Nalbari District,Hostage Taking (Kidnapping)
23.997294,91.9906,0,Manu,Hostage Taking (Kidnapping)
33.14575,75.548049,0,Doda,Bombing/Explosion
34.05998,74.424533,0,Tangmang,Bombing/Explosion
33.778175,76.576171,1,Laudara,Bombing/Explosion
25.096074,85.313119,2,Deepkarhar,Bombing/Explosion
26.644216,85.720507,4,Sursand District,Armed Assault
33.991776,75.07489,0,Pastun,Assassination
23.940848,91.988153,8,Unknown,Armed Assault
34.08374,74.789902,1,Srinagar,Armed Assault
26.275268,92.953375,5,Unknown,Bombing/Explosion
22.551729,88.352341,0,Kolkata,Bombing/Explosion
27.491929,95.347833,8,Tinsukia District,Bombing/Explosion
26.37931,90.025394,0,Kachugaon,Facility/Infrastructure Attack
24.48338,93.52365,2,Henglep,Unknown
26.236916,92.608133,1,Nagaon District,Assassination
27.315444,95.286216,,Kathalguri,Bombing/Explosion
27.491929,95.347833,0,Tinsukia District,Bombing/Explosion
26.353393,91.104441,5,Barpeta District,Armed Assault
23.919906,91.850304,7,Dhalai District,Armed Assault
24.663717,93.906269,16,Unknown,Armed Assault
34.08374,74.789902,0,Srinagar,Bombing/Explosion
32.726602,74.857026,0,Jammu,Bombing/Explosion
34.08374,74.789902,8,Srinagar,Armed Assault
32.184316,75.669148,11,Kandrori,Bombing/Explosion
32.184316,75.669148,12,Kandrori,Bombing/Explosion
19.75148,75.713888,17,Panchavati,Armed Assault
24.105324,83.818132,12,Loto,Armed Assault
23.940848,91.988153,8,Bangdar,Armed Assault
34.08374,74.789902,0,Srinagar,Bombing/Explosion
34.16047,74.555116,3,Pattan district,Bombing/Explosion
34.08374,74.789902,0,Srinagar,Bombing/Explosion
34.419807,74.63561,3,Bandipora,Armed Assault
25.6701,94.1077,2,Kohima district,Assassination
23.401281,88.501557,2,Krishnanagar,Armed Assault
24.079714,92.263039,5,North Tripura district,Armed Assault
14.186479,79.151326,0,Rajampet,Bombing/Explosion
23.849325,72.126626,1,Patan,Bombing/Explosion
34.312414,74.345243,1,Dungiwatcha,Bombing/Explosion
18.835472,78.509532,5,Kammarpally,Bombing/Explosion
18.510022,78.295308,0,Nizamabad District,Bombing/Explosion
33.732216,75.157913,0,Anantnag,Bombing/Explosion
32.726602,74.857026,1,Jammu,Bombing/Explosion
34.08374,74.789902,0,Srinagar,Armed Assault
32.925224,75.135264,1,Udhampur,Armed Assault
27.091373,95.023955,0,Kakotibari,Bombing/Explosion
34.08374,74.789902,18,Srinagar,Bombing/Explosion
28.585836,77.153336,0,New Delhi,Bombing/Explosion
16.690933,79.567945,0,Unknown,Bombing/Explosion
19.351868,79.481219,2,Kaghaznagar,Bombing/Explosion
33.741093,75.129728,20,Khanabal,Armed Assault
34.021244,74.722282,0,Budgam District,Bombing/Explosion
23.826754,91.431903,0,Jirania,Hostage Taking (Kidnapping)
26.275268,92.953375,0,Unknown,Bombing/Explosion
34.08374,74.789902,4,Srinagar,Armed Assault
33.14575,75.548049,0,Doda,Assassination
32.726602,74.857026,0,Jammu,Bombing/Explosion
32.726602,74.857026,0,Jammu,Bombing/Explosion
23.940848,91.988153,0,Unknown,Hostage Taking (Kidnapping)
23.610792,91.445885,0,Atharobola,Hostage Taking (Kidnapping)
23.485379,91.778227,0,Paharpur,Hostage Taking (Kidnapping)
33.778175,76.576171,4,Gaichta-Dudsunbala,Armed Assault
23.055626,88.252202,2,Bhaira,Bombing/Explosion
34.135101,74.495056,6,Souch Palpora,Armed Assault
34.225807,74.641022,2,Sumbal,Assassination
33.963889,75.15,10,Kahlil,Bombing/Explosion
33.789497,75.103386,0,Bijbehara,Bombing/Explosion
13.693315,78.628397,8,Tarigonda,Armed Assault
22.973423,78.656894,22,Bustar,Bombing/Explosion
25.92869,86.790976,0,Madhepura,Unarmed Assault
23.843841,91.330052,2,Bishramganj,Bombing/Explosion
25.045856,84.0762,3,Manipur,Armed Assault
28.585836,77.153336,0,New Delhi,Bombing/Explosion
29.786285,79.314867,5,Bahajan,Bombing/Explosion
30.615375,76.362281,8,Tarkhan Majra,Bombing/Explosion
25.96977,84.359717,13,Kachnar,Assassination
26.719955,84.463206,5,Laxmipur,Armed Assault
33.778175,76.576171,12,Badampura,Armed Assault
17.45252,78.683477,3,Ghatkesar,Assassination
27.516807,95.6146,8,Majuli Bargora,Armed Assault
25.802255,85.556063,9,Bardiha,Bombing/Explosion
33.538588,74.369286,2,Thanamandi,Armed Assault
28.585836,77.153336,0,New Delhi,Bombing/Explosion
34.08374,74.789902,0,Srinagar,Bombing/Explosion
33.778175,76.576171,35,Chadisinghpoora,Armed Assault
11.756356,79.763486,,Cuddalore,Bombing/Explosion
31.866771,75.339792,5,Kot Budha,Armed Assault
17.376812,78.487812,0,Hyderabad,Bombing/Explosion
23.940848,91.988153,0,Unknown,Hostage Taking (Kidnapping)
23.940848,91.988153,0,Unknown,Hostage Taking (Kidnapping)
23.934847,92.277519,0,Jampui,Hostage Taking (Kidnapping)
23.940848,91.988153,0,Unknown,Hostage Taking (Kidnapping)
23.940848,91.988153,0,Unknown,Hostage Taking (Kidnapping)
23.790546,91.469337,0,Belbari,Hostage Taking (Kidnapping)
34.025935,74.797458,0,Rawalpora,Bombing/Explosion
34.08374,74.789902,0,Srinagar,Bombing/Explosion
23.71489,91.448302,,Jampuijala,Hostage Taking (Kidnapping)
34.288891,74.463715,1,Sopore,Bombing/Explosion
34.288891,74.463715,2,Sopore,Bombing/Explosion
23.955541,92.218748,8,Laxmipur,Armed Assault
26.257281,93.012702,5,Khoiphuta,Armed Assault
32.587222,74.76,0,Chak Mohammad Yar,Bombing/Explosion
34.010186,74.4848,1,Sher Bagh,Bombing/Explosion
33.732216,75.157913,0,Anantnag,Bombing/Explosion
23.9654,91.37104,2,Mohanpur,Armed Assault
34.08374,74.789902,0,Srinagar,Bombing/Explosion
19.075984,72.877656,0,Mumbai,Facility/Infrastructure Attack
33.561228,75.205876,5,Mandi Pora,Assassination
33.561228,75.205876,5,Mandi Pora,Assassination
34.08374,74.789902,0,Srinagar,Bombing/Explosion
16.182826,81.133869,0,Machilipatnam,Bombing/Explosion
23.499531,91.238136,25,Baghber,Armed Assault
24.764167,93.899444,0,Imphal,Bombing/Explosion
34.08374,74.789902,1,Srinagar,Bombing/Explosion
34.08374,74.789902,2,Srinagar,Bombing/Explosion
34.08374,74.789902,0,Srinagar,Bombing/Explosion
33.721287,74.831062,0,Shopian,Bombing/Explosion
34.092796,74.589592,11,Magam,Assassination
24.929947,92.745496,2,Borkhola,Bombing/Explosion
34.08374,74.789902,2,Srinagar,Armed Assault
34.08374,74.789902,1,Srinagar,Armed Assault
34.08374,74.789902,3,Srinagar,Armed Assault
34.08374,74.789902,0,Srinagar,Bombing/Explosion
15.386033,73.84404,0,Vasco da Gama,Bombing/Explosion
16.814087,81.526761,0,Tadepalligudem,Bombing/Explosion
15.505646,80.047686,0,Ongole,Bombing/Explosion
17.062432,76.981588,0,Wadi,Bombing/Explosion
31.326015,75.576183,1,Jalandhar,Armed Assault
25.096074,85.313119,12,Asarfi,Armed Assault
34.084253,74.504122,2,Kunzer,Assassination
24.663717,93.906269,9,Lengdenpokse,Armed Assault
16.301849,80.436592,0,Guntur,Bombing/Explosion
34.08374,74.789902,0,Srinagar,Bombing/Explosion
24.318984,91.997804,0,Kailasahar,Hostage Taking (Kidnapping)
15.364708,75.123955,0,Hubli,Bombing/Explosion
26.524343,88.719706,2,Jalpaiguri,Unknown
34,78,3,Ladakh,Armed Assault
24.123729,83.834044,4,Hasker,Armed Assault
26.479468,90.556866,0,Bongaigaon,Bombing/Explosion
26.001459,93.499242,5,Karbi Anglong district,Armed Assault
25.960734,93.497468,5,Karbi Anglong district,Armed Assault
26.194196,93.866902,6,Sarupathar,Armed Assault
31.326015,75.576183,7,Jalandhar,Bombing/Explosion
34.288891,74.463715,1,Sopore,Assassination
26.275268,92.953375,0,Unknown,Bombing/Explosion
34.047272,74.385853,1,Gulmarg,Bombing/Explosion
26.275268,92.953375,12,Unknown,Bombing/Explosion
11.766133,77.004724,0,Gajanur,Hostage Taking (Kidnapping)
34.08374,74.789902,0,Srinagar,Bombing/Explosion
34.016075,75.31498,35,Pahalgam,Armed Assault
34.08374,74.789902,10,Srinagar,Bombing/Explosion
33.079037,75.29384,4,Kud,Bombing/Explosion
32.726602,74.857026,1,Jammu,Bombing/Explosion
34.08374,74.789902,0,Srinagar,Bombing/Explosion
34.08374,74.789902,0,Srinagar,Bombing/Explosion
25.892778,81.043889,11,Razabad,Bombing/Explosion
28.585836,77.153336,0,New Delhi,Bombing/Explosion
33.789497,75.103386,0,Bijbehara,Bombing/Explosion
33.393333,74.3775,6,Kot Dhara,Armed Assault
33.2175,75.031667,4,Ind,Armed Assault
24.798346,93.94043,1,Imphal,Armed Assault
26.926951,94.74266,1,Gargaon,Assassination
26.199283,90.127707,5,Bogribari,Armed Assault
24.798346,93.94043,0,Imphal,Bombing/Explosion
23.826754,91.431903,1,Jirania,Armed Assault
34.24437,74.449611,3,Sangrama,Assassination
34.152586,77.577053,5,Leh district,Armed Assault
33.731125,75.148701,1,Anantang district,Armed Assault
34.526179,74.254614,2,Kupwara District,Armed Assault
25.630775,84.725679,6,Dumariyan,Armed Assault
34.021244,74.722282,13,Budgam District,Armed Assault
25.960734,93.497468,10,Karbi Anglong district,Armed Assault
23.381934,84.963592,9,Narkopi,Armed Assault
34.08374,74.789902,,Srinagar,Hostage Taking (Kidnapping)
34.419539,74.63827,1,Bandipora,Armed Assault
33.63987,74.263416,1,Surankot district,Bombing/Explosion
33.538588,74.369286,0,Thanamandi,Armed Assault
34.08374,74.789902,2,Srinagar,Bombing/Explosion
23.846698,91.909924,0,Dhalai district,Bombing/Explosion
33.778175,76.576171,5,Pattapani,Bombing/Explosion
33.371715,74.315313,0,Rajouri,Bombing/Explosion
25.093611,84.473889,6,Thakur Bigha,Armed Assault
33.767001,74.092404,5,Poonch District,Armed Assault
34.08374,74.789902,0,Srinagar,Bombing/Explosion
25.468817,84.519985,5,Bhojpur,Armed Assault
33.732216,75.157913,,Anantnag,Bombing/Explosion
34.288891,74.463715,,Sopore,Bombing/Explosion
34.08374,74.789902,0,Srinagar,Bombing/Explosion
32.914059,75.142965,2,Udhampur district,Bombing/Explosion
27.489193,95.355318,10,Tinsukia,Armed Assault
26.188302,92.951527,4,Naholia,Armed Assault
21.1458,79.088155,0,Nagpur,Armed Assault
23.851951,91.907002,1,Dhalai district,Bombing/Explosion
30.210994,74.945475,2,Bathinda,Bombing/Explosion
26.444112,91.44136,10,Nalbari,Armed Assault
33.639869,74.263416,2,Surankot,Facility/Infrastructure Attack
24.798346,93.94043,10,Imphal,Armed Assault
34.104275,74.619743,8,Mazhom,Bombing/Explosion
26.330303,91.004374,10,Barpeta district,Armed Assault
24.079714,92.263039,3,North Tripura district,Bombing/Explosion
