,latitude,longitude
0,28.585835999999997,77.153336
1,25.863042,85.78100400000001
2,28.585835999999997,77.153336
3,19.075984,72.877656
4,26.200605,92.937574
5,24.798346,93.94043
6,24.663717000000002,93.906269
7,23.164543,92.937574
8,26.200604000000002,92.937574
9,23.727107,92.717639
10,23.727107,92.717639
11,16.435329,77.831725
13,23.469545,93.33793399999999
14,23.727107,92.717639
15,22.804567000000002,86.202875
16,28.585835999999997,77.153336
17,28.585835999999997,77.153336
18,22.804567000000002,86.202875
19,13.08268,80.270718
20,24.663717000000002,93.906269
21,26.846709000000004,80.946159
22,24.663717000000002,93.906269
23,25.096073999999998,85.313119
24,24.798346,93.94043
25,24.663717000000002,93.906269
27,25.410833,78.73916700000001
28,22.551729,88.35234100000001
29,28.585835999999997,77.153336
30,12.492222,78.567778
31,26.200605,92.937574
32,26.200605,92.937574
33,26.200605,92.937574
34,24.663717000000002,93.906269
35,26.200605,92.937574
36,26.200605,92.937574
37,26.149794,91.763931
38,26.149794,91.763931
39,26.75602,94.20945
40,26.158435,94.562443
41,26.200605,92.937574
43,24.663717000000002,93.906269
44,26.200605,92.937574
45,24.663717000000002,93.906269
46,21.214185999999998,73.243362
47,28.585835999999997,77.153336
48,30.733315,76.779418
49,30.733315,76.779418
50,24.663717000000002,93.906269
51,22.986757,87.854975
52,26.149794,91.763931
53,28.585835999999997,77.153336
54,23.727107,92.717639
55,23.164543,92.937574
56,26.292046999999997,73.032411
57,19.075984,72.877656
58,31.633078,74.878288
59,24.2355,93.025391
60,31.633078,74.878288
61,28.585835999999997,77.153336
62,19.075984,72.877656
63,26.200605,92.937574
64,28.585835999999997,77.153336
65,28.585835999999997,77.153336
66,28.585835999999997,77.153336
67,26.149794,91.763931
68,26.149794,91.763931
69,28.585835999999997,77.153336
70,28.585835999999997,77.153336
71,26.200605,92.937574
72,26.149794,91.763931
73,31.780193,75.451952
74,30.663937,74.40178900000001
75,31.818914000000003,75.376351
76,31.147130999999998,75.34121800000001
77,21.656917,82.159196
78,26.149794,91.763931
79,26.149794,91.763931
80,26.149794,91.763931
81,26.449923,80.331874
82,26.149794,91.763931
83,31.633078,74.878288
84,31.214128000000002,75.19539300000001
85,31.326015,75.576183
86,30.476639000000002,74.511172
87,31.326015,75.576183
88,30.898024,75.860077
89,31.633078,74.878288
90,31.633078,74.878288
91,31.633078,74.878288
92,31.633078,74.878288
93,28.690072999999998,77.213982
94,28.690072999999998,77.213982
95,28.585835999999997,77.153336
96,31.448943,74.925262
97,30.733315,76.779418
98,30.733315,76.779418
99,30.733315,76.779418
100,26.200605,92.937574
101,31.633078,74.878288
102,28.585835999999997,77.153336
103,26.200605,92.937574
104,28.585835999999997,77.153336
105,26.149794,91.763931
106,31.147130999999998,75.34121800000001
107,26.149794,91.763931
108,31.326015,75.576183
109,31.147130999999998,75.34121800000001
110,31.147130999999998,75.34121800000001
111,31.147130999999998,75.34121800000001
112,23.940848000000003,91.988153
113,25.906267,93.72759
114,31.147130999999998,75.34121800000001
115,31.147130999999998,75.34121800000001
116,31.147130999999998,75.34121800000001
117,30.210994,74.945474
118,30.210994,74.945474
119,30.210994,74.945474
120,31.633078,74.878288
121,31.534899,75.91057099999999
122,29.980676000000003,76.584475
123,31.147130999999998,75.34121800000001
124,31.633078,74.878288
125,24.798346,93.94043
126,31.147130999999998,75.34121800000001
127,30.933134999999996,74.622476
128,31.147130999999998,75.34121800000001
129,31.147130999999998,75.34121800000001
130,28.585835999999997,77.153336
131,31.147130999999998,75.34121800000001
132,31.633078,74.878288
133,28.690072999999998,77.213982
134,23.807118,91.563953
135,31.147130999999998,75.34121800000001
136,31.633078,74.878288
137,30.733315,76.779418
138,31.147130999999998,75.34121800000001
139,27.023803000000004,74.217933
140,31.147130999999998,75.34121800000001
141,30.210994,74.945474
142,31.147130999999998,75.34121800000001
143,30.210994,74.945474
144,30.966064000000003,76.523162
145,31.052128000000003,76.117499
146,30.34,76.38
147,31.633078,74.878288
148,31.147130999999998,75.34121800000001
149,31.147130999999998,75.34121800000001
150,31.633078,74.878288
151,28.831236999999998,76.39556
152,31.633078,74.878288
153,31.633078,74.878288
154,31.147130999999998,75.34121800000001
155,31.147130999999998,75.34121800000001
156,31.147130999999998,75.34121800000001
157,31.147130999999998,75.34121800000001
158,31.147130999999998,75.34121800000001
159,31.147130999999998,75.34121800000001
160,31.147130999999998,75.34121800000001
161,31.147130999999998,75.34121800000001
162,31.147130999999998,75.34121800000001
163,31.147130999999998,75.34121800000001
164,31.147130999999998,75.34121800000001
165,31.147130999999998,75.34121800000001
166,31.147130999999998,75.34121800000001
167,31.147130999999998,75.34121800000001
168,31.147130999999998,75.34121800000001
169,31.147130999999998,75.34121800000001
170,31.147130999999998,75.34121800000001
171,31.147130999999998,75.34121800000001
172,31.147130999999998,75.34121800000001
173,31.147130999999998,75.34121800000001
174,31.147130999999998,75.34121800000001
175,31.147130999999998,75.34121800000001
176,31.147130999999998,75.34121800000001
177,31.147130999999998,75.34121800000001
178,31.147130999999998,75.34121800000001
179,31.147130999999998,75.34121800000001
180,31.147130999999998,75.34121800000001
181,31.147130999999998,75.34121800000001
182,31.147130999999998,75.34121800000001
183,31.147130999999998,75.34121800000001
184,31.147130999999998,75.34121800000001
185,31.147130999999998,75.34121800000001
186,31.147130999999998,75.34121800000001
187,31.147130999999998,75.34121800000001
188,31.147130999999998,75.34121800000001
189,31.147130999999998,75.34121800000001
190,31.147130999999998,75.34121800000001
