,latitude,longitude,nkill,city,attacktype1_txt
354,31.147130999999998,75.34121800000001,1.0,Unknown,Assassination
355,31.326015,75.576183,1.0,Jalandhar,Assassination
356,31.040338000000002,74.76029100000001,1.0,Gulami Wala,Assassination
357,31.147130999999998,75.34121800000001,2.0,Unknown,Hostage Taking (Kidnapping)
358,31.147130999999998,75.34121800000001,15.0,Unknown,Armed Assault
359,31.147130999999998,75.34121800000001,2.0,Unknown,Armed Assault
360,31.147130999999998,75.34121800000001,1.0,Unknown,Assassination
361,28.690072999999998,77.213982,0.0,Delhi,Bombing/Explosion
362,23.940848000000003,91.988153,14.0,Unknown,Armed Assault
363,30.733315,76.779418,1.0,Chandigarh,Assassination
364,31.633978999999997,74.872264,2.0,Amritsar district,Assassination
365,31.633078,74.878288,1.0,Amritsar,Assassination
366,31.175476,75.93108199999999,1.0,Langeri,Assassination
367,31.326015,75.576183,3.0,Jalandhar,Unknown
368,31.633078,74.878288,1.0,Amritsar,Assassination
369,28.585835999999997,77.153336,2.0,New Delhi,Assassination
370,24.777916,84.530497,11.0,Darmian,Unknown
371,26.846709000000004,80.946159,2.0,Unknown,Armed Assault
372,31.147130999999998,75.34121800000001,2.0,Unknown,Assassination
373,31.147130999999998,75.34121800000001,3.0,Unknown,Armed Assault
374,28.585835999999997,77.153336,4.0,New Delhi,Armed Assault
375,31.147130999999998,75.34121800000001,7.0,Unknown,Armed Assault
376,31.147130999999998,75.34121800000001,3.0,Unknown,Armed Assault
377,28.585835999999997,77.153336,9.0,New Delhi,Armed Assault
378,31.147130999999998,75.34121800000001,7.0,Unknown,Unknown
379,28.585835999999997,77.153336,1.0,New Delhi,Assassination
380,26.158435,94.562443,7.0,Unknown,Unknown
381,28.585835999999997,77.153336,0.0,New Delhi,Assassination
382,31.147130999999998,75.34121800000001,4.0,Unknown,Armed Assault
383,30.733315,76.779418,1.0,Chandigarh,Assassination
384,31.147130999999998,75.34121800000001,4.0,Unknown,Unknown
385,30.733315,76.779418,24.0,Chandigarh,Armed Assault
386,31.633078,74.878288,34.0,Amritsar,Unknown
387,26.449923,80.331874,2.0,Kanpur,Armed Assault
388,28.585835999999997,77.153336,4.0,New Delhi,Bombing/Explosion
389,26.350434999999997,89.443486,13.0,Khagrabari,Unknown
390,33.934929,75.15416,1.0,Madora,Bombing/Explosion
391,11.127123,78.656894,0.0,Unknown,Bombing/Explosion
392,31.633078,74.878288,3.0,Amritsar,Armed Assault
393,32.040763,75.401886,2.0,Gurdaspur district,Armed Assault
394,31.147130999999998,75.34121800000001,2.0,Unknown,Armed Assault
395,30.672393,74.755048,3.0,Faridkot,Bombing/Explosion
396,30.81646,75.17170899999999,1.0,Moga,Armed Assault
397,23.940848000000003,91.988153,1.0,Unknown,Assassination
398,31.147130999999998,75.34121800000001,1.0,Unknown,Assassination
399,27.961391,73.455414,1.0,Gadhwala,Assassination
400,31.633078,74.878288,1.0,Amritsar,Unknown
401,28.585835999999997,77.153336,1.0,New Delhi,Assassination
402,13.08268,80.270718,0.0,Chennai,Bombing/Explosion
403,28.585835999999997,77.153336,2.0,New Delhi,Assassination
404,28.585835999999997,77.153336,1.0,New Delhi,Unknown
405,13.08268,80.270718,0.0,Chennai,Unknown
406,13.08268,80.270718,0.0,Chennai,Unknown
407,28.585835999999997,77.153336,0.0,New Delhi,Unknown
408,31.057878999999996,76.300042,0.0,Balachaur,Assassination
409,28.585835999999997,77.153336,1.0,New Delhi,Unknown
410,26.200605,92.937574,2.0,Unknown,Assassination
411,31.147130999999998,75.34121800000001,9.0,Unknown,Assassination
412,31.147130999999998,75.34121800000001,9.0,Unknown,Assassination
413,31.147130999999998,75.34121800000001,9.0,Unknown,Assassination
414,31.147130999999998,75.34121800000001,9.0,Unknown,Assassination
415,31.633078,74.878288,10.0,Amritsar,Assassination
416,30.733315,76.779418,0.0,Chandigarh,Assassination
417,28.585835999999997,77.153336,4.0,New Delhi,Assassination
418,28.690072999999998,77.213982,5.0,Delhi,Assassination
419,30.733315,76.779418,9.0,Chandigarh,Armed Assault
420,31.147130999999998,75.34121800000001,2.0,Unknown,Armed Assault
421,31.147130999999998,75.34121800000001,1.0,Unknown,Assassination
422,13.08268,80.270718,0.0,Chennai,Unknown
423,30.733315,76.779418,8.0,Chandigarh,Assassination
424,31.147130999999998,75.34121800000001,1.0,Unknown,Armed Assault
425,31.147130999999998,75.34121800000001,1.0,Unknown,Unknown
426,31.147130999999998,75.34121800000001,5.0,Unknown,Armed Assault
427,31.147130999999998,75.34121800000001,2.0,Unknown,Armed Assault
428,31.147130999999998,75.34121800000001,1.0,Unknown,Assassination
429,31.147130999999998,75.34121800000001,1.0,Unknown,Armed Assault
430,31.147130999999998,75.34121800000001,4.0,Unknown,Armed Assault
431,31.147130999999998,75.34121800000001,3.0,Unknown,Armed Assault
432,31.147130999999998,75.34121800000001,3.0,Unknown,Armed Assault
433,31.633078,74.878288,1.0,Amritsar,Assassination
434,13.08268,80.270718,32.0,Chennai,Bombing/Explosion
435,31.633978999999997,74.872264,5.0,Amritsar district,Armed Assault
436,28.585835999999997,77.153336,0.0,New Delhi,Bombing/Explosion
437,30.422689000000002,75.430103,0.0,Pakhoke,Armed Assault
438,32.040763,75.401886,1.0,Gurdaspur District,Armed Assault
439,31.305985999999997,75.63972,1.0,Rama Mandi,Assassination
440,31.326015,75.576183,4.0,Jalandhar,Bombing/Explosion
441,31.638548999999998,75.135566,3.0,Tarsikka,Armed Assault
442,31.633078,74.878288,6.0,Amritsar,Assassination
443,30.898024,75.860077,1.0,Ludhiana,Assassination
444,28.585835999999997,77.153336,4.0,New Delhi,Bombing/Explosion
445,28.585835999999997,77.153336,2.0,New Delhi,Bombing/Explosion
446,28.585835999999997,77.153336,3.0,New Delhi,Bombing/Explosion
447,28.585835999999997,77.153336,5.0,New Delhi,Armed Assault
448,30.672393,74.755048,3.0,Faridkot,Armed Assault
449,28.585835999999997,77.153336,1.0,New Delhi,Assassination
450,28.585835999999997,77.153336,2.0,New Delhi,Assassination
451,31.731389,75.181944,7.0,Udhoke,Assassination
452,28.585835999999997,77.153336,4.0,New Delhi,Assassination
453,31.633078,74.878288,0.0,Amritsar,Assassination
454,31.633078,74.878288,0.0,Amritsar,Assassination
455,27.046315999999997,88.271156,0.0,Darjeeling,Bombing/Explosion
